district,STATE/UT,DISTRICT,year,BananasPerCapita
1050149,HARYANA,AMBALA,2003,7
1050150,HARYANA,BHIWANI,2003,28
1050151,HARYANA,FARIDABAD,2003,14
1050154,HARYANA,HISSAR,2003,17
1050157,HARYANA,KAITHAL,2003,8
1050158,HARYANA,KARNAL,2003,14
1050160,HARYANA,MAHENDRAGARH,2003,4
1050163,HARYANA,REWARI,2003,7
1050164,HARYANA,ROHTAK,2003,17
1050165,HARYANA,SIRSA,2003,9
1050166,HARYANA,SONIPAT,2003,17
1050167,HARYANA,YAMUNANAGAR,2003,4
1050169,HIMACHAL PRADESH,CHAMBA,2003,0
1050171,HIMACHAL PRADESH,KANGRA,2003,0
1050172,HIMACHAL PRADESH,KINNAUR,2003,0
1050173,HIMACHAL PRADESH,KULLU,2003,2
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2003,0
1050175,HIMACHAL PRADESH,MANDI,2003,1
1050176,HIMACHAL PRADESH,SHIMLA,2003,2
1050177,HIMACHAL PRADESH,SIRMAUR,2003,1
1050178,HIMACHAL PRADESH,SOLAN,2003,0
1050180,JAMMU & KASHMIR,ANANTNAG,2003,0
1050182,JAMMU & KASHMIR,BARAMULLA,2003,0
1050181,JAMMU & KASHMIR,BUDGAM,2003,0
1050183,JAMMU & KASHMIR,DODA,2003,0
1050184,JAMMU & KASHMIR,JAMMU,2003,3
1050185,JAMMU & KASHMIR,KARGIL,2003,0
1050186,JAMMU & KASHMIR,KATHUA,2003,0
1050188,JAMMU & KASHMIR,LEH,2003,0
1050190,JAMMU & KASHMIR,POONCH,2003,0
1050191,JAMMU & KASHMIR,RAJOURI,2003,2
1050192,JAMMU & KASHMIR,SRINAGAR,2003,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2003,3
1050194,JHARKHAND,BOKARO,2003,29
1050195,JHARKHAND,CHATRA,2003,16
1050196,JHARKHAND,DEOGHAR,2003,14
1050197,JHARKHAND,DHANBAD,2003,30
1050198,JHARKHAND,DUMKA,2003,9
1050199,JHARKHAND,GARHWA,2003,13
1050200,JHARKHAND,GIRIDIH,2003,42
1050201,JHARKHAND,GODDA,2003,4
1050202,JHARKHAND,GUMLA,2003,0
1050203,JHARKHAND,HAZARIBAGH,2003,41
1050206,JHARKHAND,LATEHAR,2003,0
1050209,JHARKHAND,PALAMU,2003,11
1050212,JHARKHAND,RANCHI,2003,9
1050213,JHARKHAND,SAHEBGANJ,2003,9
1050214,JHARKHAND,SARAIKELA,2003,7
1050215,JHARKHAND,SIMDEGA,2003,0
1050216,KARNATAKA,BAGALKOT,2003,2
1050217,KARNATAKA,BANGALORE RURAL,2003,31
1050219,KARNATAKA,BELGAUM,2003,12
1050220,KARNATAKA,BELLARY,2003,2
1050221,KARNATAKA,BIDAR,2003,5
1050222,KARNATAKA,BIJAPUR,2003,4
1050223,KARNATAKA,CHAMARAJNAGAR,2003,4
1050224,KARNATAKA,CHICKMAGALUR,2003,4
1050225,KARNATAKA,CHITRADURGA,2003,6
1050226,KARNATAKA,DAKSHIN KANNADA,2003,2
1050227,KARNATAKA,DAVANAGERE,2003,10
1050228,KARNATAKA,DHARWAD,2003,6
1050229,KARNATAKA,GADAG,2003,1
1050230,KARNATAKA,GULBARGA,2003,5
1050231,KARNATAKA,HASSAN,2003,3
1050232,KARNATAKA,HAVERI,2003,1
1050233,KARNATAKA,KODAGU,2003,1
1050234,KARNATAKA,KOLAR,2003,10
1050235,KARNATAKA,KOPPAL,2003,5
1050236,KARNATAKA,MANDYA,2003,5
1050237,KARNATAKA,MYSORE,2003,12
1050238,KARNATAKA,RAICHUR,2003,7
1050239,KARNATAKA,SHIMOGA,2003,4
1050240,KARNATAKA,TUMKUR,2003,10
1050241,KARNATAKA,UDUPI,2003,0
1050242,KARNATAKA,UTTAR KANNADA,2003,0
1050243,KERALA,ALAPUZHA,2003,3
1050245,KERALA,IDUKKI,2003,0
1050246,KERALA,KANNUR,2003,0
1050247,KERALA,KASARGOD,2003,0
1050248,KERALA,KOLLAM,2003,5
1050249,KERALA,KOTTAYAM,2003,0
1050250,KERALA,KOZHIKODE,2003,3
1050251,KERALA,MALAPPURAM,2003,2
1050252,KERALA,PALAKKAD,2003,3
1050253,KERALA,PATHANAMTHITTA,2003,2
1050255,KERALA,THRISSUR,2003,3
1050254,KERALA,TRIVANDRUM,2003,9
1050260,MADHYA PRADESH,BALAGHAT,2003,10
1050261,MADHYA PRADESH,BARWANI,2003,4
1050262,MADHYA PRADESH,BETUL,2003,9
1050263,MADHYA PRADESH,BHIND,2003,24
1050264,MADHYA PRADESH,BHOPAL,2003,16
1050266,MADHYA PRADESH,CHHATARPUR,2003,17
1050267,MADHYA PRADESH,CHHINDWARA,2003,12
1050268,MADHYA PRADESH,DAMOH,2003,27
1050270,MADHYA PRADESH,DEWAS,2003,12
1050271,MADHYA PRADESH,DHAR,2003,40
1050272,MADHYA PRADESH,DINDORI,2003,1
1050274,MADHYA PRADESH,GUNA,2003,9
1050275,MADHYA PRADESH,GWALIOR,2003,24
1050276,MADHYA PRADESH,HARDA,2003,3
1050277,MADHYA PRADESH,HOSHANGABAD,2003,19
1050278,MADHYA PRADESH,INDORE,2003,22
1050279,MADHYA PRADESH,JABALPUR,2003,57
1050280,MADHYA PRADESH,JHABUA,2003,0
1050281,MADHYA PRADESH,KATNI,2003,17
1050282,MADHYA PRADESH,MANDLA,2003,4
1050283,MADHYA PRADESH,MANDSAUR,2003,4
1050284,MADHYA PRADESH,MORENA,2003,23
1050285,MADHYA PRADESH,NARSINGHPUR,2003,15
1050286,MADHYA PRADESH,NEEMUCH,2003,4
1050287,MADHYA PRADESH,PANNA,2003,21
1050288,MADHYA PRADESH,RAISEN,2003,17
1050289,MADHYA PRADESH,RAJGARH,2003,2
1050290,MADHYA PRADESH,RATLAM,2003,5
1050291,MADHYA PRADESH,REWA,2003,28
1050292,MADHYA PRADESH,SAGAR,2003,27
1050293,MADHYA PRADESH,SATNA,2003,33
1050295,MADHYA PRADESH,SEONI,2003,6
1050296,MADHYA PRADESH,SHAHDOL,2003,13
1050297,MADHYA PRADESH,SHAJAPUR,2003,10
1050298,MADHYA PRADESH,SHEOPUR,2003,1
1050299,MADHYA PRADESH,SHIVPURI,2003,13
1050300,MADHYA PRADESH,SIDHI,2003,17
1050294,MADHYA PRADESH,SIHORE,2003,6
1050301,MADHYA PRADESH,TIKAMGARH,2003,20
1050302,MADHYA PRADESH,UJJAIN,2003,7
1050304,MADHYA PRADESH,VIDISHA,2003,12
1050306,MAHARASHTRA,AHMEDNAGAR,2003,15
1050307,MAHARASHTRA,AKOLA,2003,9
1050308,MAHARASHTRA,AMRAVATI,2003,11
1050309,MAHARASHTRA,AURANGABAD,2003,36
1050311,MAHARASHTRA,BEED,2003,10
1050310,MAHARASHTRA,BHANDARA,2003,7
1050312,MAHARASHTRA,BULDHANA,2003,61
1050313,MAHARASHTRA,CHANDRAPUR,2003,3
1050314,MAHARASHTRA,DHULE,2003,2
1050315,MAHARASHTRA,GADCHIROLI,2003,2
1050316,MAHARASHTRA,GONDIA,2003,6
1050318,MAHARASHTRA,HINGOLI,2003,1
1050319,MAHARASHTRA,JALGAON,2003,8
1050320,MAHARASHTRA,JALNA,2003,15
1050321,MAHARASHTRA,KOLHAPUR,2003,25
1050322,MAHARASHTRA,LATUR,2003,31
1050323,MAHARASHTRA,NAGPUR,2003,9
1050324,MAHARASHTRA,NANDED,2003,16
1050325,MAHARASHTRA,NANDURBAR,2003,2
1050326,MAHARASHTRA,NASIK,2003,7
1050327,MAHARASHTRA,OSMANABAD,2003,3
1050328,MAHARASHTRA,PARBHANI,2003,7
1050329,MAHARASHTRA,PUNE COMMR.,2003,9
1050330,MAHARASHTRA,RAIGAD,2003,2
1050331,MAHARASHTRA,RATNAGIRI,2003,0
1050332,MAHARASHTRA,SANGLI,2003,7
1050333,MAHARASHTRA,SATARA,2003,8
1050334,MAHARASHTRA,SINDHUDURG,2003,1
1050335,MAHARASHTRA,SOLAPUR,2003,8
1050336,MAHARASHTRA,THANE,2003,10
1050337,MAHARASHTRA,WARDHA,2003,1
1050338,MAHARASHTRA,WASHIM,2003,9
1050339,MAHARASHTRA,YAVATMAL,2003,12
1050342,MANIPUR,CHURACHANDPUR,2003,0
1050344,MANIPUR,SENAPATI,2003,0
1050345,MANIPUR,TAMENGLONG,2003,0
1050347,MANIPUR,UKHRUL,2003,0
1050349,MEGHALAYA,GARO HILLS EAST,2003,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2003,0
1050354,MEGHALAYA,GARO HILLS WEST,2003,0
1050351,MEGHALAYA,JAINTIA HILLS,2003,0
1050350,MEGHALAYA,KHASI HILLS EAST,2003,0
1050355,MEGHALAYA,KHASI HILLS WEST,2003,0
1050352,MEGHALAYA,RI-BHOI,2003,0
1050356,MIZORAM,AIZAWL,2003,0
1050357,MIZORAM,CHAMPHAI,2003,0
1050358,MIZORAM,KOLASIB,2003,0
1050359,MIZORAM,LAWNGTLAI,2003,0
1050360,MIZORAM,LUNGLEI,2003,0
1050361,MIZORAM,MAMIT,2003,0
1050364,NAGALAND,DIMAPUR,2003,0
1050365,NAGALAND,KOHIMA,2003,0
1050367,NAGALAND,MON,2003,0
1050369,NAGALAND,TUENSANG,2003,0
1050370,NAGALAND,WOKHA,2003,0
1050372,ODISHA,ANGUL,2003,18
1050373,ODISHA,BALASORE,2003,30
1050374,ODISHA,BARAGARH,2003,10
1050376,ODISHA,BOLANGIR,2003,0
1050377,ODISHA,BOUDH,2003,1
1050379,ODISHA,DEOGARH,2003,0
1050380,ODISHA,DHENKANAL,2003,3
1050381,ODISHA,GAJAPATI,2003,3
1050382,ODISHA,GANJAM,2003,13
1050383,ODISHA,JAGATSINGHPUR,2003,12
1050384,ODISHA,JAJPUR,2003,19
1050385,ODISHA,JHARSUGUDA,2003,0
1050386,ODISHA,KALAHANDI,2003,5
1050387,ODISHA,KANDHAMAL,2003,2
1050388,ODISHA,KENDRAPARA,2003,12
1050389,ODISHA,KEONJHAR,2003,14
1050390,ODISHA,KHURDA,2003,29
1050391,ODISHA,KORAPUT,2003,0
1050392,ODISHA,MALKANGIR,2003,1
1050393,ODISHA,MAYURBHANJ,2003,11
1050395,ODISHA,NAYAGARH,2003,12
1050394,ODISHA,NOWRANGPUR,2003,0
1050396,ODISHA,NUAPADA,2003,0
1050397,ODISHA,PURI,2003,0
1050398,ODISHA,RAYAGADA,2003,4
1050399,ODISHA,SAMBALPUR,2003,1
1050400,ODISHA,SONEPUR,2003,1
1050401,ODISHA,SUNDARGARH,2003,5
1050406,PUNJAB,AMRITSAR,2003,4
1050407,PUNJAB,BHATINDA,2003,1
1050408,PUNJAB,FARIDKOT,2003,2
1050409,PUNJAB,FATEHGARH SAHIB,2003,1
1050410,PUNJAB,FEROZEPUR,2003,7
1050411,PUNJAB,GURDASPUR,2003,4
1050412,PUNJAB,HOSHIARPUR,2003,7
1050413,PUNJAB,JALANDHAR,2003,13
1050415,PUNJAB,LUDHIANA,2003,8
1050416,PUNJAB,MANSA,2003,6
1050417,PUNJAB,MOGA,2003,3
1050418,PUNJAB,MUKTSAR,2003,1
1050420,PUNJAB,PATIALA,2003,6
1050421,PUNJAB,ROPAR,2003,8
1050422,PUNJAB,SANGRUR,2003,12
1050423,RAJASTHAN,AJMER,2003,17
1050424,RAJASTHAN,ALWAR,2003,42
1050425,RAJASTHAN,BANSWARA,2003,3
1050426,RAJASTHAN,BARAN,2003,3
1050427,RAJASTHAN,BARMER,2003,17
1050428,RAJASTHAN,BHARATPUR,2003,30
1050429,RAJASTHAN,BHILWARA,2003,6
1050430,RAJASTHAN,BIKANER,2003,14
1050431,RAJASTHAN,BUNDI,2003,4
1050432,RAJASTHAN,CHITTORGARH,2003,6
1050433,RAJASTHAN,CHURU,2003,15
1050434,RAJASTHAN,DAUSA,2003,3
1050435,RAJASTHAN,DHOLPUR,2003,21
1050436,RAJASTHAN,DUNGARPUR,2003,10
1050437,RAJASTHAN,GANGANAGAR,2003,16
1050438,RAJASTHAN,HANUMANGARH,2003,18
1050439,RAJASTHAN,JAIPUR,2003,32
1050440,RAJASTHAN,JAISALMER,2003,4
1050441,RAJASTHAN,JALORE,2003,7
1050442,RAJASTHAN,JHALAWAR,2003,11
1050443,RAJASTHAN,JHUNJHUNU,2003,7
1050444,RAJASTHAN,JODHPUR,2003,15
1050445,RAJASTHAN,KARAULI,2003,13
1050446,RAJASTHAN,KOTA,2003,9
1050447,RAJASTHAN,NAGAUR,2003,10
1050448,RAJASTHAN,PALI,2003,9
1050449,RAJASTHAN,RAJSAMAND,2003,2
1050450,RAJASTHAN,SAWAI MADHOPUR,2003,10
1050451,RAJASTHAN,SIKAR,2003,17
1050452,RAJASTHAN,SIROHI,2003,6
1050453,RAJASTHAN,TONK,2003,5
1050454,RAJASTHAN,UDAIPUR,2003,5
1050455,SIKKIM,EAST,2003,0
1050456,SIKKIM,NORTH,2003,0
1050458,SIKKIM,WEST,2003,0
1050461,TAMIL NADU,COIMBATORE,2003,18
1050462,TAMIL NADU,CUDDALORE,2003,10
1050463,TAMIL NADU,DHARMAPURI,2003,16
1050464,TAMIL NADU,DINDIGUL,2003,3
1050465,TAMIL NADU,ERODE,2003,2
1050466,TAMIL NADU,KANCHIPURAM,2003,11
1050467,TAMIL NADU,KANYAKUMARI,2003,4
1050468,TAMIL NADU,KARUR,2003,2
1050469,TAMIL NADU,MADURAI,2003,23
1050470,TAMIL NADU,NAGAPATTINAM,2003,8
1050471,TAMIL NADU,NAMAKKAL,2003,6
1050472,TAMIL NADU,NILGIRIS,2003,0
1050473,TAMIL NADU,PERAMBALUR,2003,3
1050474,TAMIL NADU,PUDUKOTTAI,2003,2
1050475,TAMIL NADU,RAMNATHAPURAM,2003,3
1050476,TAMIL NADU,SALEM,2003,13
1050477,TAMIL NADU,SIVAGANGAI,2003,4
1050478,TAMIL NADU,THANJAVUR,2003,1
1050479,TAMIL NADU,THENI,2003,4
1050484,TAMIL NADU,THIRUNELVELI,2003,11
1050480,TAMIL NADU,THIRUVALLUR,2003,8
1050485,TAMIL NADU,THIRUVANNAMALAI,2003,6
1050481,TAMIL NADU,THIRUVARUR,2003,2
1050482,TAMIL NADU,THOOTHUGUDI,2003,5
1050486,TAMIL NADU,VELLORE,2003,6
1050487,TAMIL NADU,VILLUPURAM,2003,6
1050489,TRIPURA,DHALAI,2003,2
1050490,TRIPURA,NORTH,2003,3
1050491,TRIPURA,SOUTH,2003,3
1050492,TRIPURA,WEST,2003,12
1050493,UTTAR PRADESH,AGRA,2003,55
1050495,UTTAR PRADESH,ALLAHABAD,2003,40
1050496,UTTAR PRADESH,AMBEDKAR NAGAR,2003,10
1050498,UTTAR PRADESH,AZAMGARH,2003,16
1050499,UTTAR PRADESH,BADAUN,2003,28
1050500,UTTAR PRADESH,BAGHPAT,2003,10
1050501,UTTAR PRADESH,BAHRAICH,2003,7
1050502,UTTAR PRADESH,BALLIA,2003,8
1050503,UTTAR PRADESH,BALRAMPUR,2003,3
1050504,UTTAR PRADESH,BANDA,2003,13
1050505,UTTAR PRADESH,BARABANKI,2003,16
1050506,UTTAR PRADESH,BAREILLY,2003,37
1050507,UTTAR PRADESH,BASTI,2003,14
1050508,UTTAR PRADESH,BIJNOR,2003,24
1050509,UTTAR PRADESH,BULANDSHAHAR,2003,25
1050510,UTTAR PRADESH,CHANDOLI,2003,11
1050511,UTTAR PRADESH,CHITRAKOOT DHAM,2003,6
1050512,UTTAR PRADESH,DEORIA,2003,21
1050513,UTTAR PRADESH,ETAH,2003,38
1050514,UTTAR PRADESH,ETAWAH,2003,16
1050517,UTTAR PRADESH,FATEHPUR,2003,24
1050518,UTTAR PRADESH,FIROZABAD,2003,30
1050520,UTTAR PRADESH,GHAZIABAD,2003,17
1050521,UTTAR PRADESH,GHAZIPUR,2003,11
1050522,UTTAR PRADESH,GONDA,2003,16
1050523,UTTAR PRADESH,GORAKHPUR,2003,18
1050524,UTTAR PRADESH,HAMIRPUR,2003,12
1050525,UTTAR PRADESH,HARDOI,2003,18
1050526,UTTAR PRADESH,HATHRAS,2003,10
1050530,UTTAR PRADESH,J.P.NAGAR,2003,13
1050527,UTTAR PRADESH,JALAUN,2003,22
1050528,UTTAR PRADESH,JAUNPUR,2003,22
1050529,UTTAR PRADESH,JHANSI,2003,8
1050531,UTTAR PRADESH,KANNAUJ,2003,16
1050535,UTTAR PRADESH,KUSHI NAGAR,2003,12
1050537,UTTAR PRADESH,LALITPUR,2003,5
1050538,UTTAR PRADESH,LUCKNOW,2003,29
1050539,UTTAR PRADESH,MAHARAJGANJ,2003,4
1050540,UTTAR PRADESH,MAHOBA,2003,9
1050541,UTTAR PRADESH,MAINPURI,2003,31
1050542,UTTAR PRADESH,MATHURA,2003,18
1050545,UTTAR PRADESH,MIRZAPUR,2003,12
1050546,UTTAR PRADESH,MORADABAD,2003,24
1050547,UTTAR PRADESH,MUZAFFARNAGAR,2003,29
1050548,UTTAR PRADESH,PILIBHIT,2003,13
1050549,UTTAR PRADESH,PRATAPGARH,2003,24
1050550,UTTAR PRADESH,RAIBAREILLY,2003,16
1050552,UTTAR PRADESH,SAHARANPUR,2003,10
1050555,UTTAR PRADESH,SHAHJAHANPUR,2003,28
1050556,UTTAR PRADESH,SHRAWASTI,2003,4
1050557,UTTAR PRADESH,SIDHARTHNAGAR,2003,8
1050558,UTTAR PRADESH,SITAPUR,2003,50
1050559,UTTAR PRADESH,SONBHADRA,2003,11
1050560,UTTAR PRADESH,SULTANPUR,2003,19
1050561,UTTAR PRADESH,UNNAO,2003,42
1050562,UTTAR PRADESH,VARANASI,2003,21
1050563,UTTARAKHAND,ALMORA,2003,9
1050565,UTTARAKHAND,CHAMOLI,2003,3
1050567,UTTARAKHAND,DEHRADUN,2003,11
1050568,UTTARAKHAND,HARIDWAR,2003,7
1050569,UTTARAKHAND,NAINITAL,2003,12
1050570,UTTARAKHAND,PAURI GARHWAL,2003,13
1050571,UTTARAKHAND,PITHORAGARH,2003,6
1050573,UTTARAKHAND,TEHRI GARHWAL,2003,6
1050575,UTTARAKHAND,UTTARKASHI,2003,0
1050590,WEST BENGAL,24 PARGANAS NORTH,2003,24
1050592,WEST BENGAL,24 PARGANAS SOUTH,2003,47
1050576,WEST BENGAL,BANKURA,2003,20
1050578,WEST BENGAL,BIRBHUM,2003,13
1050577,WEST BENGAL,BURDWAN,2003,26
1050585,WEST BENGAL,COOCHBEHAR,2003,11
1050580,WEST BENGAL,DARJEELING,2003,3
1050583,WEST BENGAL,HOOGHLY,2003,14
1050584,WEST BENGAL,JALPAIGURI,2003,4
1050587,WEST BENGAL,MALDA,2003,4
1050594,WEST BENGAL,PASCHIM MIDNAPUR,2003,18
1050581,WEST BENGAL,PURAB MIDNAPUR,2003,37
1050588,WEST BENGAL,MURSHIDABAD,2003,17
1050589,WEST BENGAL,NADIA,2003,23
1050591,WEST BENGAL,PURULIA,2003,8
1050593,WEST BENGAL,UTTAR DINAJPUR,2003,14
1050121,DELHI,DELHI UT TOTAL,2003,130
1050257,LAKSHADWEEP,LAKSHADWEEP,2003,0
1050003,ANDHRA PRADESH,ADILABAD,2004,14
1050004,ANDHRA PRADESH,ANANTAPUR,2004,11
1050005,ANDHRA PRADESH,CHITTOOR,2004,22
1050006,ANDHRA PRADESH,CUDDAPAH,2004,7
1050007,ANDHRA PRADESH,EAST GODAVARI,2004,13
1050008,ANDHRA PRADESH,GUNTUR,2004,32
1050010,ANDHRA PRADESH,KARIMNAGAR,2004,61
1050011,ANDHRA PRADESH,KHAMMAM,2004,18
1050012,ANDHRA PRADESH,KRISHNA,2004,13
1050013,ANDHRA PRADESH,KURNOOL,2004,6
1050014,ANDHRA PRADESH,MAHABOOBNAGAR,2004,21
1050015,ANDHRA PRADESH,MEDAK,2004,41
1050016,ANDHRA PRADESH,NALGONDA,2004,34
1050017,ANDHRA PRADESH,NELLORE,2004,11
1050018,ANDHRA PRADESH,NIZAMABAD,2004,17
1050019,ANDHRA PRADESH,PRAKASHAM,2004,6
1050020,ANDHRA PRADESH,RANGA REDDY,2004,17
1050021,ANDHRA PRADESH,SRIKAKULAM,2004,14
1050022,ANDHRA PRADESH,VISAKHAPATNAM,2004,1
1050023,ANDHRA PRADESH,VIZIANAGARAM,2004,6
1050024,ANDHRA PRADESH,WARANGAL,2004,43
1050025,ANDHRA PRADESH,WEST GODAVARI,2004,17
1050031,ARUNACHAL PRADESH,DIBANG VALLEY,2004,0
1050036,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,0
1050027,ARUNACHAL PRADESH,KAMENG EAST,2004,0
1050039,ARUNACHAL PRADESH,KAMENG WEST,2004,0
1050030,ARUNACHAL PRADESH,LOHIT,2004,0
1050033,ARUNACHAL PRADESH,PAPUM PARE,2004,0
1050028,ARUNACHAL PRADESH,SIANG EAST,2004,0
1050037,ARUNACHAL PRADESH,SIANG UPPER,2004,0
1050040,ARUNACHAL PRADESH,SIANG WEST,2004,0
1050032,ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,0
1050038,ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,0
1050034,ARUNACHAL PRADESH,TAWANG,2004,0
1050041,ASSAM,BARPETA,2004,8
1050042,ASSAM,BONGAIGAON,2004,3
1050043,ASSAM,CACHAR,2004,4
1050044,ASSAM,DARRANG,2004,7
1050046,ASSAM,DHUBRI,2004,9
1050047,ASSAM,DIBRUGARH,2004,4
1050049,ASSAM,GOLAGHAT,2004,0
1050051,ASSAM,JORHAT,2004,0
1050052,ASSAM,KAMRUP,2004,3
1050053,ASSAM,KARBI ANGLONG,2004,0
1050055,ASSAM,KOKRAJHAR,2004,2
1050056,ASSAM,LAKHIMPUR,2004,1
1050057,ASSAM,MORIGAON,2004,2
1050060,ASSAM,N.C.HILLS,2004,0
1050058,ASSAM,NAGAON,2004,6
1050061,ASSAM,SIBSAGAR,2004,0
1050062,ASSAM,SONITPUR,2004,5
1050063,ASSAM,TINSUKIA,2004,1
1050064,BIHAR,ARARIA,2004,11
1050065,BIHAR,AURANGABAD,2004,40
1050066,BIHAR,BANKA,2004,25
1050068,BIHAR,BHABHUA,2004,28
1050069,BIHAR,BHAGALPUR,2004,12
1050072,BIHAR,DARBHANGA,2004,33
1050073,BIHAR,GAYA,2004,36
1050075,BIHAR,JAMUI,2004,11
1050076,BIHAR,JEHANABAD,2004,6
1050077,BIHAR,KATIHAR,2004,19
1050079,BIHAR,KISHANGANJ,2004,4
1050080,BIHAR,LAKHISARAI,2004,10
1050082,BIHAR,MADHUBANI,2004,34
1050083,BIHAR,MUNGER,2004,20
1050084,BIHAR,MUZAFFARPUR,2004,72
1050085,BIHAR,NALANDA,2004,68
1050086,BIHAR,NAWADAH,2004,16
1050090,BIHAR,PURNEA,2004,11
1050091,BIHAR,ROHTAS,2004,35
1050092,BIHAR,SAHARSA,2004,11
1050093,BIHAR,SAMASTIPUR,2004,44
1050094,BIHAR,SARAN,2004,38
1050098,BIHAR,SIWAN,2004,33
1050099,BIHAR,SUPAUL,2004,7
1050100,BIHAR,VAISHALI,2004,98
1050103,CHHATTISGARH,BILASPUR,2004,9
1050104,CHHATTISGARH,DANTEWARA,2004,1
1050105,CHHATTISGARH,DHAMTARI,2004,0
1050106,CHHATTISGARH,DURG,2004,10
1050107,CHHATTISGARH,JANJGIR,2004,7
1050108,CHHATTISGARH,JASHPUR,2004,1
1050109,CHHATTISGARH,KANKER,2004,0
1050111,CHHATTISGARH,KORBA,2004,5
1050112,CHHATTISGARH,KORIYA,2004,2
1050113,CHHATTISGARH,MAHASAMUND,2004,6
1050114,CHHATTISGARH,RAIGARH,2004,7
1050115,CHHATTISGARH,RAIPUR,2004,10
1050116,CHHATTISGARH,RAJNANDGAON,2004,5
1050117,CHHATTISGARH,SARGUJA,2004,2
1050123,GOA,SOUTH GOA,2004,0
1050124,GUJARAT,AHMEDABAD,2004,11
1050146,GUJARAT,AHWA-DANG,2004,0
1050125,GUJARAT,AMRELI,2004,1
1050128,GUJARAT,BHARUCH,2004,0
1050129,GUJARAT,BHAVNAGAR,2004,0
1050130,GUJARAT,DAHOD,2004,0
1050131,GUJARAT,GANDHINAGAR,2004,2
1050132,GUJARAT,JAMNAGAR,2004,0
1050133,GUJARAT,JUNAGADH,2004,13
1050135,GUJARAT,KHEDA NORTH,2004,0
1050134,GUJARAT,KUTCH,2004,1
1050136,GUJARAT,MEHSANA,2004,2
1050137,GUJARAT,NARMADA,2004,0
1050138,GUJARAT,NAVSARI,2004,1
1050140,GUJARAT,PATAN,2004,0
1050141,GUJARAT,PORBANDAR,2004,0
1050142,GUJARAT,RAJKOT,2004,7
1050144,GUJARAT,SURAT,2004,20
1050145,GUJARAT,SURENDRANAGAR,2004,0
1050147,GUJARAT,VADODARA,2004,0
1050148,GUJARAT,VALSAD,2004,0
1050149,HARYANA,AMBALA,2004,11
1050150,HARYANA,BHIWANI,2004,28
1050151,HARYANA,FARIDABAD,2004,28
1050154,HARYANA,HISSAR,2004,12
1050157,HARYANA,KAITHAL,2004,9
1050158,HARYANA,KARNAL,2004,15
1050160,HARYANA,MAHENDRAGARH,2004,8
1050163,HARYANA,REWARI,2004,8
1050164,HARYANA,ROHTAK,2004,15
1050165,HARYANA,SIRSA,2004,9
1050166,HARYANA,SONIPAT,2004,16
1050167,HARYANA,YAMUNANAGAR,2004,7
1050169,HIMACHAL PRADESH,CHAMBA,2004,1
1050171,HIMACHAL PRADESH,KANGRA,2004,2
1050172,HIMACHAL PRADESH,KINNAUR,2004,0
1050173,HIMACHAL PRADESH,KULLU,2004,1
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2004,0
1050175,HIMACHAL PRADESH,MANDI,2004,1
1050176,HIMACHAL PRADESH,SHIMLA,2004,1
1050177,HIMACHAL PRADESH,SIRMAUR,2004,1
1050178,HIMACHAL PRADESH,SOLAN,2004,0
1050180,JAMMU & KASHMIR,ANANTNAG,2004,0
1050182,JAMMU & KASHMIR,BARAMULLA,2004,1
1050181,JAMMU & KASHMIR,BUDGAM,2004,0
1050183,JAMMU & KASHMIR,DODA,2004,0
1050184,JAMMU & KASHMIR,JAMMU,2004,5
1050185,JAMMU & KASHMIR,KARGIL,2004,0
1050186,JAMMU & KASHMIR,KATHUA,2004,0
1050188,JAMMU & KASHMIR,LEH,2004,0
1050190,JAMMU & KASHMIR,POONCH,2004,0
1050191,JAMMU & KASHMIR,RAJOURI,2004,2
1050192,JAMMU & KASHMIR,SRINAGAR,2004,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2004,0
1050194,JHARKHAND,BOKARO,2004,29
1050195,JHARKHAND,CHATRA,2004,15
1050196,JHARKHAND,DEOGHAR,2004,16
1050197,JHARKHAND,DHANBAD,2004,36
1050198,JHARKHAND,DUMKA,2004,8
1050199,JHARKHAND,GARHWA,2004,14
1050200,JHARKHAND,GIRIDIH,2004,52
1050201,JHARKHAND,GODDA,2004,4
1050202,JHARKHAND,GUMLA,2004,1
1050203,JHARKHAND,HAZARIBAGH,2004,31
1050206,JHARKHAND,LATEHAR,2004,3
1050209,JHARKHAND,PALAMU,2004,24
1050212,JHARKHAND,RANCHI,2004,9
1050213,JHARKHAND,SAHEBGANJ,2004,5
1050214,JHARKHAND,SARAIKELA,2004,3
1050215,JHARKHAND,SIMDEGA,2004,1
1050216,KARNATAKA,BAGALKOT,2004,2
1050217,KARNATAKA,BANGALORE RURAL,2004,31
1050219,KARNATAKA,BELGAUM,2004,6
1050220,KARNATAKA,BELLARY,2004,5
1050221,KARNATAKA,BIDAR,2004,8
1050222,KARNATAKA,BIJAPUR,2004,2
1050223,KARNATAKA,CHAMARAJNAGAR,2004,4
1050224,KARNATAKA,CHICKMAGALUR,2004,5
